replicate,term,coefficient,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
41,b_S_vs_N,-0.028567252458327294,True,129,0.0006994084543551216,1197,1125
42,b_C_vs_N,-0.010309190230862873,True,140,0.0039228592014992625,1198,1125
42,b_M_vs_N,0.021788734469714972,True,140,0.0039228592014992625,1198,1125
42,b_S_vs_N,0.003724726259912434,True,140,0.0039228592014992625,1198,1125
43,b_C_vs_N,-0.01438901131821354,True,154,0.001807504645711333,1205,1125
43,b_M_vs_N,0.030753046170578134,True,154,0.001807504645711333,1205,1125
43,b_S_vs_N,0.0011464555217889586,True,154,0.001807504645711333,1205,1125
44,b_C_vs_N,-0.025867111517319477,True,129,0.0008373839438604591,1196,1125
44,b_M_vs_N,0.026295175529792443,True,129,0.0008373839438604591,1196,1125
44,b_S_vs_N,-0.016636625435512184,True,129,0.0008373839438604591,1196,1125
45,b_C_vs_N,-0.007121660671642618,True,152,0.0027376410793009676,1204,1125
45,b_M_vs_N,0.02294356990329814,True,152,0.0027376410793009676,1204,1125
45,b_S_vs_N,-0.008583184520428742,True,152,0.0027376410793009676,1204,1125
46,b_C_vs_N,-0.018073552352941114,True,136,0.000853448601729534,1202,1125
46,b_M_vs_N,0.027256676720036725,True,136,0.000853448601729534,1202,1125
46,b_S_vs_N,-0.005746067176229944,True,136,0.000853448601729534,1202,1125
47,b_C_vs_N,-0.0180292371091602,True,141,0.0008206700850943438,1193,1125
47,b_M_vs_N,0.023635331247559982,True,141,0.0008206700850943438,1193,1125
47,b_S_vs_N,-0.014322634248526941,True,141,0.0008206700850943438,1193,1125
48,b_C_vs_N,-0.028266099394011045,True,160,0.0018684185661834718,1187,1125
48,b_M_vs_N,0.022536983383884122,True,160,0.0018684185661834718,1187,1125
48,b_S_vs_N,0.0037434473790763224,True,160,0.0018684185661834718,1187,1125
49,b_C_vs_N,-0.01553486917228239,True,144,0.0013253776850952192,1196,1125
49,b_M_vs_N,0.035008413754326506,True,144,0.0013253776850952192,1196,1125
49,b_S_vs_N,-0.00013581679589286938,True,144,0.0013253776850952192,1196,1125
50,b_C_vs_N,-0.01135876362682381,True,142,0.007536936318606635,1207,1125
50,b_M_vs_N,0.035751184131733525,True,142,0.007536936318606635,1207,1125
50,b_S_vs_N,-0.010409124588934388,True,142,0.007536936318606635,1207,1125
51,b_C_vs_N,0.00031264004315662735,True,138,0.004013894842575638,1207,1125
51,b_M_vs_N,0.02141535435517534,True,138,0.004013894842575638,1207,1125
51,b_S_vs_N,-0.02003705705849397,True,138,0.004013894842575638,1207,1125
52,b_C_vs_N,-0.021438965214855474,True,145,0.0013428231276277902,1202,1125
52,b_M_vs_N,0.0397300872604065,True,145,0.0013428231276277902,1202,1125
52,b_S_vs_N,-0.023016992066271204,True,145,0.0013428231276277902,1202,1125
53,b_C_vs_N,-0.022472910195299373,True,154,0.0009935995695187216,1191,1125
53,b_M_vs_N,0.036904424110485314,True,154,0.0009935995695187216,1191,1125
53,b_S_vs_N,-0.0036891670515828527,True,154,0.0009935995695187216,1191,1125
54,b_C_vs_N,-0.014317261966693584,True,145,0.0008211468886240025,1194,1125
54,b_M_vs_N,0.026193637408355706,True,145,0.0008211468886240025,1194,1125
54,b_S_vs_N,-0.010135540450083231,True,145,0.0008211468886240025,1194,1125
55,b_C_vs_N,-0.005944398384214383,True,146,0.0017198196757206574,1210,1125
55,b_M_vs_N,0.03174757903268612,True,146,0.0017198196757206574,1210,1125
