subject_id,treatment_cell,b_S_vs_M,b_C_vs_M,n_substantive_hp,weight_M,weight_S,weight_C
market_control::kw::577bfa3c9fecfe0001a5bcbf,kw_market,1.3215539795542812,-0.28176313785670637,2,0.24821571059051908,0.690272738505324,0.06151155090415692
market_control::kw::5786a6cc07724c000114b618,kw_market,-0.5939620952741725,-0.3059176297759585,1,0.6020038852358618,0.25600077154148065,0.14199534322265756
market_control::kw::57892012454e5400015f35c4,kw_market,-0.6299919164681198,-0.1569794490908893,1,0.5938281912698029,0.24402972373917484,0.16214208499102228
market_control::kw::57a7337e913c710001977341,kw_market,1.2349796847955923,-0.23321870766626215,2,0.26211962710161724,0.6697797971035736,0.06810057579480921
market_control::kw::5800eb53beccf8000100cb06,kw_market,-0.29499518669324754,0.293216176243043,4,0.49977497964807555,0.28687535347996085,0.21334966687196355
market_control::kw::58660808db3e720001e228d9,kw_market,0.09761039138040997,-0.330612001942881,2,0.48291992406152123,0.4049007977763166,0.11217927816216215
market_control::kw::5885129a6907b40001de425a,kw_market,0.2186367539700153,-0.44697842608572913,2,0.46499623044831656,0.4385800593998661,0.09642371015181735
market_control::kw::588a4cbb670d6600012bd509,kw_market,1.6213842349797534,-0.34161777036655344,3,0.20134688072051682,0.7514974283805849,0.04715569089889828
market_control::kw::58921be25c15e0000158405c,kw_market,0.7493647984639129,-0.5076642495405146,3,0.35946734493609794,0.5698486685271612,0.07068398653674086
market_control::kw::595f88cc135b5e0001928a9c,kw_market,-0.4820952897411686,-0.3416584925829943,1,0.5873362586209776,0.2787482843859977,0.13391545699302473
market_control::kw::595fd893a670a10001941bf9,kw_market,0.7680560391688322,-0.18368019534120023,1,0.3461139343447936,0.5600017925974536,0.09388427305775271
market_control::kw::5977986837d15f00016f1d08,kw_market,0.29258724139998127,-0.6322539097403327,4,0.45754031344006385,0.4634275053651886,0.07903218119474753
market_control::kw::5979ff012cce5b0001d0ddf0,kw_market,-0.8493891040106214,-0.43991043237701216,2,0.6508908282830704,0.21497696994855806,0.1341322017683715
market_control::kw::59900f959d487e0001ac3a8e,kw_market,-0.4236297631347847,-0.7421646600853435,4,0.6042751173004051,0.30295375690012255,0.09277112579947239
market_control::kw::59921d7bb83f800001a5e452,kw_market,0.4598975363800177,0.4775427737818421,4,0.367177860180232,0.4425123300044383,0.19030980981532974
market_control::kw::5992f3b9004c4f0001cc81ac,kw_market,1.1389780618005145,-0.20101376438630894,2,0.2782293735071587,0.647221412272142,0.07454921422069928
market_control::kw::59931157f9db7d00018955b8,kw_market,1.5366254925818383,-0.283462189127118,3,0.2135461055421104,0.7335038904650879,0.05295000399280172
market_control::kw::599ec7dc617ca80001fcd124,kw_market,-0.17909143414961723,-0.5522229036773982,3,0.5482281492503002,0.34988096947154096,0.10189088127815893
