frame_id,PROLIFIC_PID,treatment,Market,allocation_kept,share_sent,cell,substantive_classifications,hp,fitted_probability_M,fitted_probability_S,fitted_probability_C
5731b7f35b8b0600097c2d66|kw|0,5731b7f35b8b0600097c2d66,kw,0,6.0,0.5,kw_control,4,4.0,0.7967830643922639,0.0863610139892806,0.11685592161845557
5731b7f35b8b0600097c2d66|kw|0,5731b7f35b8b0600097c2d66,kw,0,6.0,0.5,kw_control,4,6.0,0.8488753979574292,0.04192966165494564,0.10919494038762523
5731b7f35b8b0600097c2d66|kw|0,5731b7f35b8b0600097c2d66,kw,0,6.0,0.5,kw_control,4,8.0,0.734725594349773,0.14373266181188782,0.12154174383833914
5731b7f35b8b0600097c2d66|kw|0,5731b7f35b8b0600097c2d66,kw,0,6.0,0.5,kw_control,4,12.0,0.5552408647390824,0.3416544516522735,0.10310468360864405
5731b7f35b8b0600097c2d66|kw|1,5731b7f35b8b0600097c2d66,kw,1,10.0,0.16666666666666666,kw_market,4,4.0,0.6671876269510717,0.0797605109321789,0.25305186211674935
5731b7f35b8b0600097c2d66|kw|1,5731b7f35b8b0600097c2d66,kw,1,10.0,0.16666666666666666,kw_market,4,6.0,0.7209040499797946,0.03927508933948643,0.239820860680719
5731b7f35b8b0600097c2d66|kw|1,5731b7f35b8b0600097c2d66,kw,1,10.0,0.16666666666666666,kw_market,4,8.0,0.6084275558032348,0.13128088025458837,0.26029156394217673
5731b7f35b8b0600097c2d66|kw|1,5731b7f35b8b0600097c2d66,kw,1,10.0,0.16666666666666666,kw_market,4,12.0,0.4631960581652854,0.31436401156910687,0.2224399302656077
574cca765e5491000f3c89e0|lt|0,574cca765e5491000f3c89e0,lt,0,4.0,0.6666666666666666,lt_control,4,4.0,0.6968665492495063,0.1911689023050412,0.11196454844545256
574cca765e5491000f3c89e0|lt|0,574cca765e5491000f3c89e0,lt,0,4.0,0.6666666666666666,lt_control,4,6.0,0.7899277660422191,0.09875401929139141,0.11131821466638946
574cca765e5491000f3c89e0|lt|0,574cca765e5491000f3c89e0,lt,0,4.0,0.6666666666666666,lt_control,4,8.0,0.5965315652298586,0.295361386949424,0.10810704782071744
574cca765e5491000f3c89e0|lt|0,574cca765e5491000f3c89e0,lt,0,4.0,0.6666666666666666,lt_control,4,12.0,0.3622119022415662,0.5641029475043086,0.07368515025412525
57541379f5000a0006b06ab4|kw|0,57541379f5000a0006b06ab4,kw,0,6.0,0.5,kw_control,3,4.0,0.48458463988273437,0.41017899115382966,0.10523636896343587
57541379f5000a0006b06ab4|kw|0,57541379f5000a0006b06ab4,kw,0,6.0,0.5,kw_control,3,6.0,0.6344269586152581,0.24472885051053575,0.12084419087420617
57541379f5000a0006b06ab4|kw|0,57541379f5000a0006b06ab4,kw,0,6.0,0.5,kw_control,3,8.0,0.3606567734049984,0.5509986349024026,0.08834459169259883
57541379f5000a0006b06ab4|kw|0,57541379f5000a0006b06ab4,kw,0,6.0,0.5,kw_control,3,12.0,0.1644630501653367,0.7903148324386078,0.04522211739605556
576fc3462984e70001a97fc3|lt|1,576fc3462984e70001a97fc3,lt,1,8.0,0.3333333333333333,lt_market,4,4.0,0.696866549249506,0.19116890230504152,0.1119645484454525
576fc3462984e70001a97fc3|lt|1,576fc3462984e70001a97fc3,lt,1,8.0,0.3333333333333333,lt_market,4,6.0,0.789927766042219,0.09875401929139162,0.1113182146663894
576fc3462984e70001a97fc3|lt|1,576fc3462984e70001a97fc3,lt,1,8.0,0.3333333333333333,lt_market,4,8.0,0.5965315652298582,0.2953613869494245,0.10810704782071738
576fc3462984e70001a97fc3|lt|1,576fc3462984e70001a97fc3,lt,1,8.0,0.3333333333333333,lt_market,4,12.0,0.36221190224156563,0.5641029475043091,0.07368515025412516
5788e1834a84da00014c4199|kw|1,5788e1834a84da00014c4199,kw,1,12.0,0.0,kw_market,3,4.0,0.33239020215456433,0.18225153614373252,0.48535826170170315
5788e1834a84da00014c4199|kw|1,5788e1834a84da00014c4199,kw,1,12.0,0.0,kw_market,3,6.0,0.39516032246515914,0.09874067406802775,0.5060990034668131
5788e1834a84da00014c4199|kw|1,5788e1834a84da00014c4199,kw,1,12.0,0.0,kw_market,3,8.0,0.2749764293160344,0.2721266738356639,0.45289689684830176
